idx,replacements_visual,replacements_phonetic,replacements_typo
2442,"[('additionally', 'aݪditḻonally')]","[('additionally', 'additainally')]","[('additionally', 'ailatlidondy')]"
2443,"[('information', 'īň㎌ørᶆᵃtion')]","[('information', 'informationerf')]","[('information', 'infprmatiln')]"
2444,"[('xlsr', 'xlsᶮ')]","[('xlsr', 'sliers')]","[('xlsr', 'xls*r')]"
2445,"[('framex', 'Ŧramęӽ')]","[('framex', 'framex')]","[('framex', 'fr,am""ex')]"
2446,"[('different', 'differenŧ')]","[('different', ""different'sl"")]","[('different', 'defnefrit')]"
2447,"[('make', 'mәke')]","[('make', 'meke')]","[('make', 'mke')]"
2448,"[('extensive', 'eⲭteᥒsive')]","[('extensive', 'eaxtenseve')]","[('extensive', 'xtensive')]"
2449,"[('page', 'pagε')]","[('page', 'pasi')]","[('page', 'pgae')]"
2450,"[('yields', 'чields')]","[('yields', ""yYeld's"")]","[('yields', 'yildes')]"
2451,"[('average', 'averʚge')]","[('average', 'agverage')]","[('average', 'aavegre')]"
2452,"[('capabilities', '০apɵbilities')]","[('capabilities', 'ceppabelities')]","[('capabilities', ""ca|pabi`l'i,ties"")]"
2453,"[('designed', 'desigրed')]","[('designed', 'disigned')]","[('designed', 'dsigned')]"
2454,"[('faces', 'faСes')]","[('faces', 'faices')]","[('faces', 'fcaes')]"
2455,"[('construction', '⊏ᴅnstruᴏᆣion')]","[('construction', 'constructione')]","[('construction', 'constuction')]"
2456,"[('suitable', 'ᶊևіtable')]","[('suitable', 'sootabl')]","[('suitable', 'suitble')]"
2457,"[('stripe', 'striɑe')]","[('stripe', 'steripe')]","[('stripe', 'sptire')]"
2458,"[('essentially', 'e⫇sɛntⲒally')]","[('essentially', 'eyssendtially')]","[('essentially', 'essentilly')]"
2459,"[('helps', 'heᶅps')]","[('helps', 'helpes')]","[('helps', 'hleps')]"
2460,"[('open', 'Ϲpen')]","[('open', 'opene')]","[('open', 'opn')]"
2461,"[('also', 'alSo')]","[('also', 'alsso')]","[('also', ""a'lso"")]"
2462,"[('help', 'heįp')]","[('help', 'helpedz')]","[('help', 'hel')]"
2463,"[('enables', 'enǡ℔les')]","[('enables', 'inablest')]","[('enables', 'enablrs')]"
2464,"[('latest', '⟧atest')]","[('latest', 'latist')]","[('latest', 'lates@t')]"
2465,"[('critical', 'crӏt⍸ca˨')]","[('critical', 'critecol')]","[('critical', 'crtical')]"
2466,"[('galbis', 'galϦis')]","[('galbis', 'galbis')]","[('galbis', 'gibals')]"
2467,"[('demonstrate', 'demomstrate')]","[('demonstrate', 'demongsstreite')]","[('demonstrate', 'd&e|mo>nst{rate')]"
2468,"[('forgetting', 'foᴺgettiռg')]","[('forgetting', ""forgetting'"")]","[('forgetting', 'for]get;ti@ng')]"
2469,"[('regime', 'reḡᒧme')]","[('regime', 'ragime')]","[('regime', 'rgmiee')]"
2470,"[('energy', 'eneɽgy')]","[('energy', 'ennerge')]","[('energy', 'enrgy')]"
2471,"[('reduction', 'ᵲeđùcƭion')]","[('reduction', 'reductionc')]","[('reduction', 'réductions')]"
2472,"[('system', 'systeƞ')]","[('system', 'syctem')]","[('system', 'sytsem')]"
2473,"[('illustrate', 'ιlḻusţratὲ')]","[('illustrate', 'iellutstrate')]","[('illustrate', 'il<l`ustrat$e')]"
2474,"[('multiple', 'mul⤈iple')]","[('multiple', 'multipal')]","[('multiple', 'm|ul(t/ipl{e')]"
2475,"[('freeze', 'ẝᶯeeZe')]","[('freeze', 'frize')]","[('freeze', 'freee')]"
2476,"[('conditions', 'conditionⳍ')]","[('conditions', ""condition'ss"")]","[('conditions', 'condnioits')]"
2477,"[('exchange', 'excԧаnƐe')]","[('exchange', ""exchange'"")]","[('exchange', 'encxaghe')]"
2478,"[('strictly', 'strᶖctly')]","[('strictly', 'striektly')]","[('strictly', 'srlcitty')]"
2479,"[('alternatives', 'altѳrnatives')]","[('alternatives', 'alterneatievs')]","[('alternatives', 'alteratives')]"
2480,"[('propose', 'ₚrȭposǝ')]","[('propose', ""propose'sl"")]","[('propose', 'propse')]"
2481,"[('interpret', 'ƖnterơrⲂᴌ')]","[('interpret', ""interpret'"")]","[('interpret', 'intepret')]"
2482,"[('uncertainties', 'un႐erţaḻṛties')]","[('uncertainties', 'unncertaintiz')]","[('uncertainties', 'ucertainties')]"
2483,"[('however', 'howeveⱂ')]","[('however', 'howaver')]","[('however', 'howver')]"
2484,"[('radiative', 'rƋdiatiVe')]","[('radiative', 'radiative')]","[('radiative', ""'radi(at%ive"")]"
2485,"[('underlining', 'un₫ѳrlinin↋')]","[('underlining', 'uindorllining')]","[('underlining', 'u,nd/er=li_nin}g')]"
2486,"[('article', 'artйcle')]","[('article', 'artical')]","[('article', 'Articel')]"
2487,"[('spins', 'sƥiɳs')]","[('spins', 'spints')]","[('spins', 'spjns')]"
2488,"[('direct', 'dirϐct')]","[('direct', 'direact')]","[('direct', 'dciert')]"
2489,"[('model', 'ກоdel')]","[('model', 'madel')]","[('model', 'm>odel')]"
2490,"[('arbitrary', 'ɞrbitrary')]","[('arbitrary', 'arbetrari')]","[('arbitrary', 'abrirtray')]"
2491,"[('confined', 'con㎌йnĕđ')]","[('confined', ""confined'"")]","[('confined', 'comfined')]"
2492,"[('obtain', 'obtǟin')]","[('obtain', 'obtaina')]","[('obtain', 'obtein')]"
2493,"[('ubiquitous', 'ubiquitoỤs')]","[('ubiquitous', 'ubequittouce')]","[('ubiquitous', 'uqouiutibs')]"
2494,"[('cfts', 'c㎌ts')]","[('cfts', 'ktefs')]","[('cfts', 'ctts')]"
2495,"[('turn', 'tuṙẖ')]","[('turn', ""tearn'"")]","[('turn', 'trun')]"
2496,"[('hall', 'Һall')]","[('hall', 'hall')]","[('hall', 'h""a{ll')]"
2497,"[('component', 'compoṙent')]","[('component', 'componant')]","[('component', 'compoent')]"
2498,"[('normal', 'normƏl')]","[('normal', 'noremal')]","[('normal', 'norma')]"
2499,"[('likely', 'likeịy')]","[('likely', 'licely')]","[('likely', 'kely')]"
2500,"[('effects', 'effecᵗs')]","[('effects', 'effectsw')]","[('effects', 'efects')]"
2501,"[('task', 'ʈask')]","[('task', 'tahsk')]","[('task', 'tsak')]"
2502,"[('various', 'var╙ous')]","[('various', 'varios')]","[('various', 'varios')]"
2503,"[('measured', 'meaşureỎ')]","[('measured', 'measurd')]","[('measured', 'meraesud')]"
2504,"[('complexity', 'cɷmჸlᏼxiţy')]","[('complexity', 'comppleaxitey')]","[('complexity', 'celixtmopy')]"
2505,"[('considered', 'conſӥđࠜrèd')]","[('considered', 'conuidered')]","[('considered', 'considerd')]"
2506,"[('caused', 'causéᶁ')]","[('caused', 'causedf')]","[('caused', 'coused')]"
2507,"[('searches', 'seaɼches')]","[('searches', 'surchas')]","[('searches', 'serches')]"
2508,"[('data', 'datå')]","[('data', 'datha')]","[('data', 'datas')]"
2509,"[('ability', 'abiliṱᥡ')]","[('ability', 'abilityt')]","[('ability', 'bility')]"
2510,"[('stronger', 'stronεer')]","[('stronger', 'sstraughnger')]","[('stronger', 'stron}ger')]"
2511,"[('control', 'cᲂntrol')]","[('control', 'controlk')]","[('control', 'con:tr~ol')]"
2512,"[('derive', 'derιve')]","[('derive', 'dereive')]","[('derive', 'deri:ve')]"
2513,"[('also', 'Ꮎlso')]","[('also', 'allso')]","[('also', ""als'o"")]"
2514,"[('textbook', 'textоook')]","[('textbook', 'ttexttbook')]","[('textbook', 'tobtxeok')]"
2515,"[('spaces', 'sƠaces')]","[('spaces', 'spases')]","[('spaces', 'sepacs')]"
2516,"[('matching', 'maƗching')]","[('matching', 'magtching')]","[('matching', 'machin')]"
2517,"[('reviews', 'reᴠigws')]","[('reviews', 'reeviews')]","[('reviews', 'eviews')]"
2518,"[('slips', 'sliρs')]","[('slips', 'slipes')]","[('slips', 'slis')]"
2519,"[('adaptation', 'adaptåtȋȫƞ')]","[('adaptation', 'adaptatione')]","[('adaptation', 'afaptation')]"
2520,"[('contrastive', 'cǒnₜrasᵗi㏞e')]","[('contrastive', 'contrastivee')]","[('contrastive', 'contras6ive')]"
2521,"[('autobidders', 'autobiddeᚪs')]","[('autobidders', 'autobidders')]","[('autobidders', 'autobiders')]"
2522,"[('applied', 'aẖplied')]","[('applied', 'applid')]","[('applied', 'apeilpd')]"
2523,"[('indistinguishable', 'inфᒨsȽinguᶖshablϱ')]","[('indistinguishable', 'indistinguestiblyest')]","[('indistinguishable', 'isnibadiiungltshe')]"
2524,"[('empirical', 'ȅɯpirical')]","[('empirical', 'Imperical')]","[('empirical', '4m-irixal')]"
2525,"[('degrees', 'dèℇrees')]","[('degrees', 'dégrees')]","[('degrees', 'deeergs')]"
2526,"[('artificial', 'arti∯icial')]","[('artificial', ""artificiable'"")]","[('artificial', 'artific!ial')]"
2527,"[('shortcoming', 'sh႐rtcominģ')]","[('shortcoming', ""shortcoming'"")]","[('shortcoming', 'sncmootrihg')]"
2528,"[('performance', 'ҏerformәnɒΒ')]","[('performance', 'parrformans')]","[('performance', 'perormance')]"
2529,"[('zero', '≨ero')]","[('zero', 'zeroh')]","[('zero', 'zreo')]"
2530,"[('bayesian', 'bayeᦃian')]","[('bayesian', 'bayesian')]","[('bayesian', 'bayesan')]"
2531,"[('ergodicity', 'ergodi႐ity')]","[('ergodicity', 'ergodicity')]","[('ergodicity', 'egodicity')]"
2532,"[('finally', 'ᥬiᵐally')]","[('finally', 'finaly')]","[('finally', ""fi'nall-y"")]"
2533,"[('accretion', 'āоcreti▢ṉ')]","[('accretion', 'accreshont')]","[('accretion', 'accreion')]"
2534,"[('modes', 'mоdeṩ')]","[('modes', 'mohdes')]","[('modes', 'mo}des')]"
2535,"[('techniques', 'tᶒchnɪ□ues')]","[('techniques', 'techniquesz')]","[('techniques', 't]echniques')]"
2536,"[('time', 'timᥱ')]","[('time', 'tyme')]","[('time', 'tme')]"
2537,"[('taken', 'tƋken')]","[('taken', 'tayken')]","[('taken', '`taken')]"
2538,"[('concern', 'concërn')]","[('concern', 'consirn')]","[('concern', 'concerr')]"
2539,"[('analyze', 'a⌂alyze')]","[('analyze', 'analize')]","[('analyze', 'aynalze')]"
2540,"[('achieve', 'acᛷieve')]","[('achieve', 'atchieve')]","[('achieve', 'ahivcee')]"
2541,"[('also', 'aʟso')]","[('also', 'alsoght')]","[('also', 'aso')]"
2542,"[('explained', 'e⨰plaₗիᏴd')]","[('explained', 'ecpllained')]","[('explained', 'eaelinpxd')]"
2543,"[('fulfill', 'fu⼅fil˨')]","[('fulfill', 'fulfell')]","[('fulfill', 'fulfil&l')]"
2544,"[('projective', 'pɹȯjėctȉvë')]","[('projective', 'projectivele')]","[('projective', 'projectivf')]"
2545,"[('states', 'stტtes')]","[('states', 'stetes')]","[('states', 'steats')]"
2546,"[('well', 'ụell')]","[('well', 'wel')]","[('well', 'wel')]"
2547,"[('regular', 'reǥular')]","[('regular', 'ragalar')]","[('regular', 'rgauler')]"
2548,"[('investigate', 'invesₜiǧaţe')]","[('investigate', 'investigatedm')]","[('investigate', 'investiate')]"
2549,"[('modern', 'ₘođeɍn')]","[('modern', ""moddern'"")]","[('modern', 'mudren')]"
2550,"[('analytical', 'anąlytïcal')]","[('analytical', 'aunaliticall')]","[('analytical', 'analyticl')]"
2551,"[('central', 'ceמtᖌal')]","[('central', 'cennttral')]","[('central', 'ctreanl')]"
2552,"[('poor', 'poתr')]","[('poor', 'peoor')]","[('poor', 'por')]"
2553,"[('external', 'ǝxterⁿaļ')]","[('external', ""external'"")]","[('external', 'externa.')]"
2554,"[('domain', 'dοmąin')]","[('domain', 'ddomain')]","[('domain', 'dmaion')]"
2555,"[('members', 'membѳrs')]","[('members', 'melmbars')]","[('members', 'memers')]"
2556,"[('commonly', 'commónlý')]","[('commonly', 'commonlyi')]","[('commonly', 'comjonly')]"
2557,"[('technique', 'tecẖniԛuε')]","[('technique', 'technyque')]","[('technique', '>techniq<ue')]"
2558,"[('static', 'sʈәḟic')]","[('static', 'sstatic')]","[('static', '&static')]"
2559,"[('neglecting', 'neglecߙing')]","[('neglecting', 'nyglecting')]","[('neglecting', 'niletgnceg')]"
2560,"[('training', 'ᵼraining')]","[('training', 'treining')]","[('training', 't\\r#a`i/ni;ng')]"
2561,"[('parameters', 'para⫪eters')]","[('parameters', 'ppuramoters')]","[('parameters', '&para)m!et)ers')]"
2562,"[('alterations', 'altՅraᵗions')]","[('alterations', 'allterreationes')]","[('alterations', 'atnaieolrts')]"
2563,"[('comprehensive', 'comգrehensive')]","[('comprehensive', 'camprewhenseve')]","[('comprehensive', 'conshrievpmee')]"
2564,"[('unity', 'unỈty')]","[('unity', 'uhnity')]","[('unity', 'unit\\y')]"
2565,"[('space', 'ᶊpace')]","[('space', 'sspace')]","[('space', 'sapce')]"
2566,"[('motions', 'mǿțíoñs')]","[('motions', ""motion'sp"")]","[('motions', 'm;tions')]"
2567,"[('surge', 'surℇe')]","[('surge', 'serge')]","[('surge', ']sur%ge')]"
2568,"[('several', 'ѕe∨eraᒧ')]","[('several', 'seaverel')]","[('several', ""s<ev:e'r@al"")]"
2569,"[('evaluation', 'evaluaţ⇕οո')]","[('evaluation', 'evaluationi')]","[('evaluation', 'evaluatin')]"
2570,"[('underlie', 'uⁿdɇrlℑe')]","[('underlie', 'underliy')]","[('underlie', 'ubdwrlie')]"
2571,"[('provide', 'prOvide')]","[('provide', 'prrovide')]","[('provide', 'pro:vide')]"
2572,"[('faster', 'faₛter')]","[('faster', ""faster'"")]","[('faster', 'fastter')]"
2573,"[('conclude', 'conⅭlude')]","[('conclude', 'ckenclude')]","[('conclude', 'coludcne')]"
2574,"[('analysis', 'ana℔ysℑs')]","[('analysis', 'analysisedd')]","[('analysis', 'analisis')]"
2575,"[('treatment', 'tᶯeatment')]","[('treatment', 'treatmanght')]","[('treatment', 'treat-men(t')]"
2576,"[('theorem', 'tդeorⲉm')]","[('theorem', 'thorem')]","[('theorem', 'trehoem')]"
2577,"[('able', 'aէle')]","[('able', 'abblee')]","[('able', '!ab(le')]"
2578,"[('capture', 'captіre')]","[('capture', 'capturea')]","[('capture', 'cpture')]"
2579,"[('spaces', 'sըaces')]","[('spaces', 'spacos')]","[('spaces', 'spces')]"
2580,"[('thin', 'tհỊn')]","[('thin', 'then')]","[('thin', 'tihn')]"
2581,"[('presence', 'ҏresencệ')]","[('presence', 'ppreesence')]","[('presence', 'psceerne')]"
2582,"[('mobilization', 'mǒ℔ilîzation')]","[('mobilization', 'mobilinationil')]","[('mobilization', 'mobiliza5i9n')]"
2583,"[('using', 'ᴝšiƞℊ')]","[('using', ""yousing'"")]","[('using', 'useing')]"
2584,"[('coder', 'codeᶉ')]","[('coder', 'ceauder')]","[('coder', '}co_d""er')]"
2585,"[('significantly', 'şⲒgnificaᵭ⨦ιy')]","[('significantly', 'signefekantely')]","[('significantly', 'si\\gni]fi`c:an{t>ly')]"
2586,"[('systems', 'syຣtems')]","[('systems', 'systemas')]","[('systems', 'sys`tems')]"
2587,"[('food', 'fооd')]","[('food', 'fud')]","[('food', 'fod')]"
2588,"[('characterize', 'chāracǂerize')]","[('characterize', 'carakterhize')]","[('characterize', 'cazrcieahrte')]"
2589,"[('parties', 'partiɛs')]","[('parties', 'pparties')]","[('parties', 'p$art^ies')]"
2590,"[('walking', 'ᴡålkinℊ')]","[('walking', 'walkinge')]","[('walking', 'walkig')]"
2591,"[('neural', 'neu᥅al')]","[('neural', 'niural')]","[('neural', '$neural')]"
2592,"[('abstract', 'absⵜract')]","[('abstract', 'abstrragct')]","[('abstract', 'ab]s%tr+a$c,t')]"
2593,"[('limitations', 'limitaȽions')]","[('limitations', 'limittaschonz')]","[('limitations', 'lmitatons')]"
2594,"[('involving', 'invo˨ving')]","[('involving', 'ienvolveing')]","[('involving', 'nvolvig')]"
2595,"[('mathematical', 'maṫhema߅ical')]","[('mathematical', 'matthembagtical')]","[('mathematical', 'matematical')]"
2596,"[('hotels', 'hᴅt8⼅s')]","[('hotels', 'hotells')]","[('hotels', 'h_ot>el^s')]"
2597,"[('experimental', 'ӕxperimental')]","[('experimental', 'experilmenntell')]","[('experimental', 'e;x&pe{ri[me:ntal')]"
2598,"[('training', 'traıⱨing')]","[('training', 'traineng')]","[('training', 't;r#aining')]"
2599,"[('information', 'iɱẝ႐rmation')]","[('information', 'infourmeashon')]","[('information', '-in{fo]rmat`ion')]"
2600,"[('characterize', 'charactʚrize')]","[('characterize', 'charracteryzz')]","[('characterize', 'characteriz')]"
2601,"[('pearson', 'pearƽon')]","[('pearson', 'pearsan')]","[('pearson', ',pe~ar&son')]"
2602,"[('combine', 'ʗOmbine')]","[('combine', 'combinen')]","[('combine', 'cboimne')]"
2603,"[('effort', 'effoηt')]","[('effort', 'effored')]","[('effort', 'efofrt')]"
2604,"[('automatically', 'automaticallႻ')]","[('automatically', 'automaticallyp')]","[('automatically', 'attacmauolily')]"
2605,"[('variables', 'variabעes')]","[('variables', 'vareiapbles')]","[('variables', 'vleairbas')]"
2606,"[('complex', 'com⍺lex')]","[('complex', 'compplek')]","[('complex', 'compl$ex')]"
2607,"[('explain', 'exⲃlaïn')]","[('explain', ""explain'"")]","[('explain', 'elixpan')]"
2608,"[('simulation', 'slmulation')]","[('simulation', 'ssimeiulation')]","[('simulation', 'sulamiiotn')]"
2609,"[('mechanical', 'mⲉchanical')]","[('mechanical', 'mechanicell')]","[('mechanical', 'mheaaiccnl')]"
2610,"[('gyeongju', 'gyeoոgju')]","[('gyeongju', 'gyeongju')]","[('gyeongju', 'gyeonju')]"
2611,"[('part', 'par⨥')]","[('part', 'ppart')]","[('part', 'prt')]"
2612,"[('deformation', 'deformátion')]","[('deformation', 'deformattion')]","[('deformation', 'daretimfoon')]"
2613,"[('fixed', 'fiXed')]","[('fixed', 'fixsed')]","[('fixed', '_fixed')]"
2614,"[('synthetic', 'syntԻetic')]","[('synthetic', ""synthetic'"")]","[('synthetic', ""syn-th'e`tic"")]"
2615,"[('immediate', 'immediaƫe')]","[('immediate', 'imediite')]","[('immediate', 'immetiade')]"
2616,"[('accuracy', 'accurჴcy')]","[('accuracy', 'accyurocy')]","[('accuracy', 'accur|a`cy')]"
2617,"[('online', 'oդlinԑ')]","[('online', 'ounline')]","[('online', 'onine')]"
2618,"[('subgraph', 'subg๙aph')]","[('subgraph', 'subgraph')]","[('subgraph', 's""ub<gr-ap-h')]"
2619,"[('steering', 'ₛteeriñg')]","[('steering', 'stewring')]","[('steering', 'stwering')]"
2620,"[('react', 'reaᴄt')]","[('react', 'reaact')]","[('react', 'racet')]"
2621,"[('introduce', 'iḥtᶰoduce')]","[('introduce', 'intterroduce')]","[('introduce', 'intrduce')]"
2622,"[('versions', 'v⍷rsions')]","[('versions', ""version's'"")]","[('versions', 'versins')]"
2623,"[('dynamic', 'dynaɳic')]","[('dynamic', 'dynamek')]","[('dynamic', '`d""y@na-mic')]"
2624,"[('electrodynamics', 'ele⊂trod᪇namics')]","[('electrodynamics', 'elechtroddynamiksh')]","[('electrodynamics', 'ele?c@trod)ynamic=s')]"
2625,"[('compared', 'comparȢd')]","[('compared', 'comperred')]","[('compared', 'cmpared')]"
2626,"[('continuum', 'c⊡ntⅠnuụm')]","[('continuum', 'ckontinyeuum')]","[('continuum', 'ctnuionum')]"
2627,"[('calculate', 'calᲃulаte')]","[('calculate', 'calcyalate')]","[('calculate', 'ctluaalce')]"
2628,"[('framework', 'framewørk')]","[('framework', 'frameworkin')]","[('framework', 'framwork')]"
2629,"[('evidence', 'e㏞idӭƞće')]","[('evidence', 'evedonce')]","[('evidence', 'evidents')]"
2630,"[('paper', 'papeⵤ')]","[('paper', 'papor')]","[('paper', '#pap=er')]"
2631,"[('inspired', 'iᥟspỊṛed')]","[('inspired', 'enspires')]","[('inspired', 'nspired')]"
2632,"[('alignment', 'aɭignment')]","[('alignment', 'alingment')]","[('alignment', 'ainemlgnt')]"
2633,"[('tour', 'ţօur')]","[('tour', 'tur')]","[('tour', 'tur')]"
2634,"[('flow', 'flօw')]","[('flow', 'flo')]","[('flow', 'flw')]"
2635,"[('discrete', 'dišcɍǝte')]","[('discrete', 'diskrete')]","[('discrete', 'discrets')]"
2636,"[('benchmarks', 'benchmƏrks')]","[('benchmarks', 'bbenechmarhks')]","[('benchmarks', 'enchmarks')]"
2637,"[('shrimp', 'shriṉp')]","[('shrimp', 'khrimp')]","[('shrimp', 'srimp')]"
2638,"[('spectral', 'sըecſral')]","[('spectral', 'specdtrral')]","[('spectral', 'sepacrtl')]"
2639,"[('expensive', 'exզensive')]","[('expensive', ""expensiveve'"")]","[('expensive', 'ex^pensive')]"
2640,"[('thermal', 'thЄrmal')]","[('thermal', 'thertmal')]","[('thermal', 'tahmrel')]"
2641,"[('coarser', 'coarseɾ')]","[('coarser', 'ccoarser')]","[('coarser', 'csreaor')]"
2642,"[('rays', 'ᛚays')]","[('rays', 'rrays')]","[('rays', 'ra[ys')]"
2643,"[('status', 'ⳍtatus')]","[('status', 'sstatus')]","[('status', 'st%atus')]"
2644,"[('azimuthal', 'azimḸtհal')]","[('azimuthal', 'azimothal')]","[('azimuthal', 'aimuthal')]"
2645,"[('well', 'welƚ')]","[('well', 'welld')]","[('well', 'wel')]"
2646,"[('causal', 'ćaúsᵃl')]","[('causal', ""causal'"")]","[('causal', 'causak')]"
2647,"[('discussed', 'diⳅCussԐd')]","[('discussed', 'diskused')]","[('discussed', '*d^i<scu=ss/e~d')]"
2648,"[('introducing', 'inȽroducing')]","[('introducing', 'intreoduseng')]","[('introducing', 'introducng')]"
2649,"[('transitional', 'transᶖt⟯onaⳙ')]","[('transitional', 'tragnsietiontal')]","[('transitional', ':trans{it&io^nal')]"
2650,"[('arise', 'ariᶊe')]","[('arise', 'arrice')]","[('arise', 'araise')]"
2651,"[('layer', 'l⊟yer')]","[('layer', 'leier')]","[('layer', '&l:ay@er')]"
2652,"[('periodic', 'perioȡic')]","[('periodic', 'periodica')]","[('periodic', 'oeriodic')]"
2653,"[('constant', 'cоnstant')]","[('constant', 'conesetant')]","[('constant', 'cnotnast')]"
2654,"[('popular', 'populan')]","[('popular', 'poppulawr')]","[('popular', 'palpour')]"
2655,"[('generated', 'Ԑenɵrated')]","[('generated', 'sienorated')]","[('generated', 'geraeetnd')]"
2656,"[('stronger', 'stróngeɍ')]","[('stronger', 'strrnger')]","[('stronger', 'stonger')]"
2657,"[('evaluation', 'e∨aluaȽion')]","[('evaluation', 'evilooatien')]","[('evaluation', 'evaluatio')]"
2658,"[('equations', 'ᰀquations')]","[('equations', 'equeigons')]","[('equations', 'quations')]"
2659,"[('methods', 'meႵhօds')]","[('methods', 'metthods')]","[('methods', 'me""th[o[ds')]"
2660,"[('propose', 'propoᴣe')]","[('propose', 'ppropose')]","[('propose', 'proose')]"
2661,"[('also', 'alśอ')]","[('also', 'halso')]","[('also', 'aso')]"
2662,"[('processing', 'ᵖɽoçessinġ')]","[('processing', 'pracessing')]","[('processing', 'prossesing')]"
2663,"[('crucial', 'crաcial')]","[('crucial', 'crushal')]","[('crucial', 'c_ruci@a\\l')]"
2664,"[('adopt', 'adop⨨')]","[('adopt', 'adapt')]","[('adopt', 'adpot')]"
2665,"[('trends', 'treɱds')]","[('trends', 'tresnds')]","[('trends', 'tre#n/ds')]"
2666,"[('moreover', 'ȵoreover')]","[('moreover', ""merriver'"")]","[('moreover', 'more\'o""ver')]"
2667,"[('systems', 'syßteᴟs')]","[('systems', ""system'sp"")]","[('systems', 'Systens')]"
2668,"[('models', 'mòđeĺs')]","[('models', ""moddles'"")]","[('models', 'modeles')]"
2669,"[('first', '㎌irst')]","[('first', ""firsed'"")]","[('first', 'frits')]"
2670,"[('first', 'fiᒋst')]","[('first', 'firsght')]","[('first', 'frst')]"
2671,"[('help', 'Ꮒelp')]","[('help', 'halp')]","[('help', 'h-elp')]"
2672,"[('gain', '↋ain')]","[('gain', 'gainn')]","[('gain', 'gai')]"
2673,"[('size', 'sizⲉ')]","[('size', 'syze')]","[('size', 'szie')]"
2674,"[('coupled', 'còǘpleď')]","[('coupled', 'Qupoled')]","[('coupled', 'couoled')]"
2675,"[('implementation', 'imp⦋ementation')]","[('implementation', 'implementationa')]","[('implementation', 'itolnamtmeiepn')]"
2676,"[('integrated', 'iɳtẹgrated')]","[('integrated', 'ientegrateeed')]","[('integrated', 'integrted')]"
2677,"[('strong', 'st⳾ong')]","[('strong', 'sedrong')]","[('strong', 'stong')]"
2678,"[('analyzing', 'anǝlyzing')]","[('analyzing', 'annealizing')]","[('analyzing', '/analyzing')]"
2679,"[('potential', 'poṱeɳtial')]","[('potential', 'petenttial')]","[('potential', 'ptientoal')]"
2680,"[('employed', 'emplᴅỵed')]","[('employed', 'empelawyed')]","[('employed', 'eoyempld')]"
2681,"[('substantial', 'suႦstantіal')]","[('substantial', 'ssebstantiall')]","[('substantial', 'subst!antial')]"
2682,"[('gradient', 'grǝdient')]","[('gradient', 'gradiantn')]","[('gradient', 'g_radie=nt')]"
2683,"[('challenges', 'იhallenges')]","[('challenges', 'challendsis')]","[('challenges', '~c%hal/le}nges')]"
2684,"[('conducted', 'Ըoηducted')]","[('conducted', 'coneductod')]","[('conducted', 'conducte')]"
2685,"[('unlabeled', 'unḹabՅled')]","[('unlabeled', 'uennlabeled')]","[('unlabeled', 'unlaeled')]"
2686,"[('transmission', 'transmissᶖon')]","[('transmission', 'transmissionse')]","[('transmission', 'tnmrisosasin')]"
2687,"[('also', 'alsq')]","[('also', 'alseo')]","[('also', 'aslo')]"
2688,"[('academy', 'äcǻdeₘy')]","[('academy', 'academal')]","[('academy', 'accademy')]"
2689,"[('incoming', 'incomiᥒg')]","[('incoming', 'incemin')]","[('incoming', 'icoming')]"
2690,"[('images', 'image♋')]","[('images', 'iemoges')]","[('images', 'imags')]"
2691,"[('extensively', 'eₓtenᶊivè℔y')]","[('extensively', ""extensivelyly'"")]","[('extensively', 'exteneivelu')]"
2692,"[('plays', 'pᒧays')]","[('plays', 'playz')]","[('plays', 'plas')]"
2693,"[('poisson', 'poiᏕson')]","[('poisson', 'pouisceon')]","[('poisson', 'poisso')]"
2694,"[('address', 'aǖdres⫉')]","[('address', 'addressy')]","[('address', 'a,dd)r)es<s')]"
2695,"[('substantial', 'subsǂantial')]","[('substantial', 'subssttintial')]","[('substantial', 'subtantial')]"
2696,"[('three', 'thrĕࠝ')]","[('three', 'cheeirs')]","[('three', 'trhee')]"
2697,"[('decades', 'decadεs')]","[('decades', 'dekades')]","[('decades', 'ddeeacs')]"
2698,"[('phantom', '⍴hantom')]","[('phantom', 'pheantom')]","[('phantom', 'pahntom')]"
2699,"[('accurate', 'accurat8')]","[('accurate', 'accyerate')]","[('accurate', 'aactrcue')]"
2700,"[('actions', 'actio໗s')]","[('actions', 'actiongs')]","[('actions', 'actins')]"
2701,"[('machining', 'maƈhĩņīߒg')]","[('machining', 'machiningl')]","[('machining', 'macbibing')]"
2702,"[('temporal', 'temporaĮ')]","[('temporal', 'temporell')]","[('temporal', 'te?mpor,a*l')]"
2703,"[('frameworks', 'fץamęworᏩs')]","[('frameworks', 'frrameoorks')]","[('frameworks', 'frame,wo%rks')]"
2704,"[('language', 'laᥒguage')]","[('language', 'llangguage')]","[('language', 'languae')]"
2705,"[('bypass', 'bypasɜ')]","[('bypass', 'byppass')]","[('bypass', 'bspays')]"
2706,"[('hope', 'ho⍴e')]","[('hope', 'hope')]","[('hope', 'hpoe')]"
2707,"[('properties', 'prᴏpвrtieႽ')]","[('properties', 'ppraperties')]","[('properties', '@pr=oper\\t+ie:s')]"
2708,"[('commodity', 'commodỈtẏ')]","[('commodity', 'chommoditty')]","[('commodity', '*com""m_od:it\'y')]"
2709,"[('enables', 'ɇnâbleß')]","[('enables', 'inabless')]","[('enables', 'ensbles')]"
