clean,perturbed,legibility_score,legible
instructor,inŝƫŗuctor,3.4855185,
rental,réntaĺ,3.6020703,
rental,ɍeƞtaƚ,4.476265,
identity,idêntitƴ,3.8311272,
identity,idenƭiₜy,2.7500439,
video,videǫ,1.8057206,
video,video,4.615904,
pottery,ᵖotterឹ,-1.2730049,
pottery,ᶈottery,2.700929,
spending,sₚendiƞg,2.278051,
spending,⒮pending,2.6642601,
comp,coᴍp,-0.006050012,
comp,comₚ,0.03258039,
wayne,ᴡӑyné,-1.2372241,
wayne,wäyne,3.6644402,
urgent,urğeŉt,2.6662903,
urgent,urgࠝnt,3.7122166,
exec,eₓec,0.44535813,
exec,eₓec,0.44535813,
nigeria,ñigeria,2.728343,
nigeria,nigȅɾia,2.1229131,
remained,ŕemᷲīned,1.6060666,
remained,remᵄiƞed,0.8511528,
cited,ℂițeɗ,1.7488424,
cited,cițed,4.8679147,
detail,detaiɭ,4.7788806,
detail,dĕţail,2.0969422,
interventions,inter㏞ǝŉtioƞs,0.5087326,
interventions,interventiöns,3.8953214,
beastality,ḃeasţắlਿty,-0.3471697,
beastality,℔ēasₜality,0.30526862,
naughty,naugₕₜý,0.8989944,
naughty,naųghŧy,3.6936796,
brisbane,ʙriṣ℔ańe,-0.97031116,
brisbane,bris℔ǟne,0.7851215,
suggestion,sugᵍࠝštion,1.0470316,
suggestion,suģǧȇₛtion,2.5444314,
wallpaper,wàᶅlₚa⒫eɍ,-0.28727764,
wallpaper,walɭpapេr,0.3833718,
beneath,beneatₕ,1.6045353,
beneath,beneatĥ,3.5494428,
execution,executioɳ,4.281585,
execution,éⓧećutℑon,-2.2370431,
stones,stoňes,3.8216255,
stones,stᶗneś,0.25827235,
stage,ˢțagê,0.0001451741,
stage,štãge,2.6274343,
translations,ᶵranṥlatīonₛ,1.7173679,
translations,traɳslations,4.5027523,
airlines,äirlines,4.7110634,
airlines,aiɾ℔ines,0.46124923,
goes,gòȇᶊ,0.06818996,
goes,gøes,-0.31406093,
printer,printer,5.015855,
printer,pʵiᶮter,-0.07062855,
zope,ȥope,1.4920483,
zope,zoₚe,-1.368014,
sorts,ṥorts,1.5623124,
sorts,šøɍₜs,-0.5979036,
combinations,com℔ǐnatǐons,0.6704974,
combinations,çombinatᴵǒns,1.7490693,
adjustment,ädjuₛtment,2.3159008,
adjustment,ǟƌʄûsțmeñᴛ,0.12766664,
obviously,óbviȯŭslỲ,1.2225926,
obviously,obvĩousły,2.8054929,
highs,ħiǥhs,3.1309965,
highs,ĥīghš,1.7085369,
confirm,con㎌irm,-0.49134308,
confirm,çȱnfiȓm,1.8842483,
customise,ćußₜomìse,0.8736662,
customise,cusₜொᴍɪse,-1.9578371,
subscribers,sųʙscriᵇэrs,-1.0873849,
subscribers,suḃscri℔èɹs,-0.11116357,
warren,ᴡarren,0.6702906,
warren,warɍën,4.0250244,
think,ₜₕiߒk,-1.2346175,
think,ƫₕìñk,-0.529012,
falls,㎌alls,-0.37986732,
falls,㎌alls,-0.37986732,
there,thĕre,1.9837763,
there,tĥerê,3.2303321,
filing,filing,4.8595185,
filing,fិlińg,-0.21265864,
fancy,faᶇcy,2.878356,
fancy,fáncy,3.903465,
lotus,lotȗß,-0.7965092,
lotus,lotus,4.6862817,
chip,chip,4.6183076,
chip,cʜℑp,-2.5613942,
ignored,iℊnored,0.1400418,
ignored,igŉoŕeđ,2.985826,
postcards,ₚostcȁrdˢ,-0.6599605,
postcards,ₚøsₜͨárds,-1.9258654,
formed,㎌orɰed,-1.447799,
formed,fȭr㎛ēd,-0.72676504,
campaigns,caɯᶈaiℊns,-0.177877,
campaigns,càmₚaiℊⁿs,-1.1002301,
bernard,℔êrnard,0.2730067,
bernard,berɴärd,1.5626475,
czech,ℂzèℂh,-2.0453947,
czech,czèℂĥ,-1.6820937,
containers,ćontainĕrſ,1.1942621,
containers,çontainêrs,3.8996575,
sites,şites,4.903798,
sites,siteŝ,3.3256984,
hire,ₕiȓe,-0.81734663,
hire,ₕȉrɜ,-2.5794182,
italic,īₜalĩc,1.1610779,
italic,ițalic,4.5794106,
accessory,accessorỵ,4.863335,
accessory,açcessory,4.777632,
fraction,fŕacₜïon,1.6858836,
fraction,㎌ɾaͨtion,-0.64989716,
routing,roūtiñĝ,3.8582416,
routing,roųtînğ,2.9023402,
generating,generàₜing,2.86804,
generating,geňeraᴛiƞg,3.2948592,
currently,cᵤrɍĕnţḽy,-0.17204627,
currently,ℂurɍĕɳt℔y,-0.12456487,
institution,insₜȉtutīoɳ,2.8717244,
institution,īnstițútion,3.424453,
chancellor,chǟnℂelĺor,1.6923044,
chancellor,ĉₕaƞcellor,0.280489,
promotional,pɼomotiȭⁿal,1.6707873,
promotional,pŕomotioña℔,1.7970018,
indonesia,ĭndoņeŝîa,2.60511,
indonesia,indonɝsia,2.048752,
edward,edwarđ,4.622535,
edward,eđwarđ,3.7848704,
phentermine,pɥenteřₘiƞe,1.387556,
phentermine,pᶣenteȑmine,0.7527723,
invision,invisīon,4.612163,
invision,ĩnvisioƞ,2.7441635,
motorola,motorơlǡ,2.0733726,
motorola,ᴟoţøŕolà,-1.1387278,
moment,moᶆent,3.1559544,
moment,mõmeⁿt,0.27446392,
firewall,㎌ĩrewäll,0.327626,
firewall,ƒiɾĕʷalŀ,1.1458813,
steam,ᵴteam,3.93066,
steam,ſtɇâm,-1.708214,
travesti,ₜravesₜī,2.2786198,
travesti,ₜravestì,2.8779988,
proudly,pʵǫudly,0.57121235,
proudly,proudły,2.834863,
linked,linkḜd,2.0275366,
linked,lìⁿked,0.8765449,
copy,copy,4.2422643,
copy,còpÿ,1.8861148,
aggressive,agģressì㏞e,0.7970142,
aggressive,aggȑeßsive,1.3570642,
allah,aƚlaₕ,0.14994237,
allah,aƚlǡh,2.3302498,
descending,đeßçɞnɗiṉg,-0.6629053,
descending,dɝscèƞdiߒg,-0.568448,
album,albuͫ,-0.57127804,
album,album,4.827418,
metallica,ɱࠜtallica,2.3347573,
metallica,ᴟeₜallicǡ,0.4042568,
lanes,lanes,5.041524,
lanes,ᶫaƞes,-0.24350366,
participant,pࠤrtīcípant,1.3917094,
participant,paŗțičiₚaɴt,0.75570613,
judicial,judǐℂiǎl,1.3182604,
judicial,judiĉial,3.6235309,
sally,sãllƴ,2.6617703,
sally,saᷝly,1.6516268,
safari,safarï,3.6644995,
safari,saḟaɼi,4.2319098,
done,đoñe,2.701147,
done,dǭƞe,1.9461303,
rochester,rocħeṥteɼ,1.7085868,
rochester,roↀₕestèr,-0.47184885,
perl,perƚ,3.1752658,
perl,pēɾl,2.4014344,
tight,tìght,2.6997974,
tight,tĩgĥt,2.4580061,
landscapes,lańďsℂapes,0.9950343,
landscapes,lanđscapeß,0.03159794,
tapes,tapes,4.9414997,
tapes,taₚes,-0.18710928,
conscious,conßͨiơus,-0.71296334,
conscious,coñŝcious,3.2278423,
petersburg,pèteŕₛ℔uɽg,0.5918863,
petersburg,petersburg,4.858856,
conventions,ƈoņ㏞entiòns,-0.5434685,
conventions,cõn㏞èntioñŝ,-0.30521014,
reproduced,reprođuced,4.191971,
reproduced,reproduceđ,3.714181,
insulation,ĩᴺsúlation,0.8216452,
insulation,insuˡatìon,1.4583634,
difficulty,diḟfȋcu℔ty,1.3478637,
difficulty,ɗi㎌fȉculțy,0.49611145,
posts,ₚosₜs,-0.6934603,
posts,pǒstś,2.8991408,
explorer,explorȅɍ,3.7981317,
explorer,explørʚr,1.5732448,
cartridge,ℂartɾidge,3.9665344,
cartridge,cartridℊè,1.2457572,
experience,experਿence,-0.4757467,
experience,e̽pĕŕīence,-0.4263237,
pace,pâce,2.9601018,
pace,paƈe,2.189637,
panels,ₚåneᶅs,-0.17291914,
panels,panelſ,1.4042883,
ethernet,eₜhernࠝt,1.9183521,
ethernet,ethĕrⁿĕt,1.0848894,
mpeg,mpɜℊ,-2.2259893,
mpeg,mpêg,2.017614,
nasa,naŝa,1.8742224,
nasa,nåṣa,2.3581946,
toshiba,tȫₛₕĩba,-2.4907446,
toshiba,tosɥiba,-0.16960432,
iron,iɼon,3.95883,
iron,iɾon,4.7252774,
henry,henry,4.9600863,
henry,hēnɍy,3.851953,
database,dáₜäbasȅ,0.8359876,
database,dȁƫabǡse,2.9601614,
display,displaý,4.422717,
display,dis⒫ɭáɏ,-0.18508759,
discipline,dℑșciplińe,1.2358621,
discipline,ďīᵴcĩpline,2.2039742,
afternoon,afͭeŗnooñ,2.4498353,
afternoon,aƒţèȓnoon,3.0551686,
electro,eleℂᵗrȍ,1.6430743,
electro,elecŧro,4.164152,
advertising,advertişing,4.731158,
advertising,àđverťisińg,2.939132,
perform,ₚèrfơrɰ,-0.4061547,
perform,perfoȓm,3.4728065,
gale,gaƚe,4.339668,
gale,gaŀe,3.089142,
mpegs,mpȇǧš,0.04938686,
mpegs,mpegs,3.9987137,
defined,dèfiᶇed,2.3078222,
defined,defined,4.907091,
laundry,laundry,4.8152595,
laundry,laundŕy,3.789213,
break,brǝǡk,2.00621,
break,ᴃreak,0.9489918,
nationally,nàtiǒⁿӑlƚy,0.21746969,
nationally,ņatℑonally,0.37526911,
string,střiɴg,1.7993442,
string,stɼing,4.7404065,
huntington,huntingţon,4.5242934,
huntington,hǘntіňgťoɴ,1.4985317,
entrepreneurs,eñtʀeₚreneúɾs,0.9869927,
entrepreneurs,eⁿtɾepɍeƞₑũrˢ,-0.23035364,
convenient,cönṽeniḗnt,3.0240622,
convenient,coñveñìeňt,2.5723135,
connected,connecțed,4.7771583,
connected,conneᶜted,2.3231525,
concrete,čoɳℂreₜe,0.7587357,
concrete,ℂoncȑɜƭĕ,-0.94377095,
despite,despite,5.0017886,
despite,ɖespite,4.929996,
exposed,expoſed,1.0971634,
exposed,expösêd,3.1327143,
saturn,saturň,3.4171615,
saturn,såₜūɽn,0.4968379,
firewall,firǝwaľl,3.5549176,
firewall,fiřewalƚ,3.2967632,
peripheral,periₚheral,3.1294239,
peripheral,peripheɽȁŀ,2.6406462,
instrumental,instɽuɯeƞtal,2.2666895,
instrumental,inₛtrûmɝntal,1.7824948,
expenses,expĕņses,1.054069,
expenses,exᵖenṥes,0.15974617,
proportion,pɾopoɍtīoⁿ,2.149212,
proportion,pɾopoȓṱion,3.138666,
apache,apaℂhe,1.8662329,
apache,aᶈache,1.5964001,
remix,remi̽,3.0941415,
remix,ɾèmïx,2.331534,
obtain,õ℔tain,-0.3386513,
obtain,obtåin,2.0846171,
kevin,ₖevin,3.4899936,
kevin,kevîn,3.489757,
viruses,ⓥiruses,1.054888,
viruses,ᴠȋrưses,2.531367,
fortune,㎌orťunè,-0.603811,
fortune,fòrtuñe,2.7876313,
forecast,foreℂasţ,3.0223525,
forecast,ḟorëcast,2.7601023,
thee,tħee,3.1054757,
thee,tȟɇe,1.5827209,
montreal,ᴟontrɝͣl,-1.749821,
montreal,montreal,4.3891516,
harmony,harmõņy,2.0354226,
harmony,ĥǟrmonឹ,-0.6295916,
media,media,4.8437843,
media,mǝdià,1.7698454,
claims,clàims,3.5983915,
claims,ƈlaims,3.122645,
convenience,con㏞enīencē,0.40469852,
convenience,convɞnӥence,1.4922584,
offer,of㎌er,-0.60607284,
offer,offer,5.008786,
metro,metro,4.8185277,
metro,metro,4.8185277,
sleeps,slĕeps,1.6544632,
sleeps,sleēₚs,-0.5611678,
cambodia,ƈambođĩâ,1.574861,
cambodia,cåmbøᶑia,0.4587767,
something,somethìng,3.8970706,
something,sømething,3.029133,
biotechnology,℔ȋȯtĕchñoļöǧy,-0.6837582,
biotechnology,biǫₜeƈhnology,1.0070336,
denied,ᶑeⁿïeɖ,-1.1084131,
denied,đenǐĕd,1.1104256,
donald,donäld,3.6330426,
donald,dónald,2.917868,
hewlett,hĕwlĕtt,1.4740926,
hewlett,hewlețt,4.553495,
keeping,keeₚinĝ,1.3637435,
keeping,keepйng,1.4716549,
periodically,ᶈĕriodiƈaƚ℔y,-0.34627697,
periodically,periodicä℔ly,1.3353276,
gaming,ℊa㎛ℑƞg,-3.0004103,
gaming,gamіńg,2.8698542,
comply,coᴟƥlɏ,-0.71428233,
comply,còͫp℔ឹ,-1.95329,
writes,wriŧeſ,1.1705632,
writes,wȓites,3.3701022,
savings,ᵴäviƞgs,4.1844835,
savings,sࠡ㏞ings,0.4146307,
acid,aciđ,4.1259255,
acid,aciɖ,4.9618325,
flying,fĺying,4.1514683,
flying,flyīng,3.859113,
measured,meàsūred,2.999881,
measured,meašured,3.9098577,
chocolate,chɵcolâțe,1.8269869,
chocolate,ℂhocolate,2.5790873,
jobs,jo℔s,-0.61954105,
jobs,joḃs,4.393194,
significant,signi㎌îcanᶵ,0.093842484,
significant,sȉgnifǐcant,2.9076111,
image,iᶭaℊȇ,-2.7452796,
image,ĩmäge,1.8610033,
punch,pᵤnch,0.76488584,
punch,punᶜh,1.9990423,
topic,tòpic,1.0614939,
topic,topiℂ,0.1559572,
enforcement,ēnᷫorcêmeŉt,2.0317473,
enforcement,enfoŕcement,4.01719,
vehicles,vehīcles,4.5538983,
vehicles,㏞ȅhicłeß,-1.3741595,
maintains,mäintãinß,1.1751937,
maintains,ᶆàɨᶇťaiᴺs,-0.9327936,
favorite,fāvorite,4.793418,
favorite,fà㏞oritè,-0.16082676,
register,reℊistêr,0.34957454,
register,ȑèℊisteɾ,0.32787967,
moved,ᶆoveɖ,2.8746045,
moved,mȫ㏞ᴲđ,-2.4038498,
pulled,puˡlȅd,0.5423088,
pulled,ƥųl⅂ed,2.146927,
slovakia,ₛlǿvakiä,0.43704638,
slovakia,ßlo㏞ɐₖਿa,-3.0341787,
reunion,reunion,4.9955134,
reunion,ȓeúnioߒ,1.1478667,
carnival,caŕṅℑʋaˡ,-0.60740834,
carnival,carnਿͮal,-1.1685804,
casino,caˢino,-0.28114003,
casino,casinø,1.1924825,
capability,caᶈabiĺity,2.6818616,
capability,caₚabïlîțy,0.86124325,
frankfurt,frãnkfurt,4.220417,
frankfurt,fȓañkᶂurț,2.279604,
essentially,esˢȅntiallឹ,-0.33434027,
essentially,esₛential℔ý,-0.015952602,
invited,invited,5.01732,
invited,iɳᵛiťed,2.092097,
lauren,laǖrȇñ,2.0650654,
lauren,lȁųren,2.940061,
criticism,cŕiticisₘ,1.8708302,
criticism,crйtiℂism,1.4406875,
earning,eaɾňǐⁿg,0.83821577,
earning,earƞing,3.4346993,
cleanup,ƈĺeanũp,0.9925534,
cleanup,cleaⁿup,2.0485923,
jake,jake,4.8804502,
jake,jake,4.8804502,
decades,deƈades,3.2030714,
decades,dećadèß,0.64222294,
considering,consiđering,3.1710205,
considering,cöɳsidȇrinǧ,1.4637811,
landscapes,ƚànđßcapes,-0.42143607,
landscapes,ᶫaƞdßćapes,-0.6047644,
political,ₚolítical,0.8760481,
political,ₚo℔ïtiçàl,-0.84293306,
freelance,freĕłance,1.669309,
freelance,freeƚancè,2.0941577,
scientific,sćiȇntific,3.9155674,
scientific,śƈientifǐċ,2.8773773,
dive,dive,4.8969045,
dive,dive,4.8969045,
wide,widȅ,3.73883,
wide,ᴡidè,-0.5914623,
frost,frȭßƫ,-0.38266343,
frost,froßt,1.4654989,
minimum,minimuᶆ,2.8655035,
minimum,miniᶬūₘ,-0.58755094,
furnished,fuŗnishĕđ,3.0191882,
furnished,furŉiſhed,2.2777243,
graphic,ℊʀaphiƈ,-1.7850345,
graphic,gȓaᶈhĩc,1.2116905,
gotta,goţta,3.484061,
gotta,ĝotₜa,3.3671858,
barbie,barbie,4.9660726,
barbie,bårbie,3.6969965,
forgotten,forgotₜeñ,1.8534496,
forgotten,fõrℊottéŉ,-0.018330868,
baking,båₖiƞg,1.0183986,
baking,℔akînℊ,-2.0954704,
readily,ŕₑadily,2.8773704,
readily,ɾeàdiľý,3.2950573,
specified,sₚecȉfied,1.7089986,
specified,sₚᴈcifℑeɖ,-2.0307698,
spice,ₛpiℂe,0.20222218,
spice,spicỄ,0.97139657,
ball,℔all,0.6138847,
ball,bàll,2.450256,
feof,㎌eof,-1.1651967,
feof,feöf,3.5819378,
pope,ₚópe,-1.2439127,
pope,ƥope,3.954133,
overcome,ovࠝrᴄơmэ,0.62601787,
overcome,o㏞ercome,0.19819745,
ages,aǧes,2.6296415,
ages,aǧes,2.6296415,
reserves,resèrves,3.4205585,
reserves,resɞrves,2.2975743,
bernard,℔ᴈrnârđ,-1.1092392,
bernard,bernâŕɖ,3.4253721,
unemployment,uɴémₚĺoyᶭent,0.3312513,
unemployment,unēᴟpĺoyment,0.1785092,
distributed,dīstrĩbuŧǝd,2.0838535,
distributed,distri℔uŧɞd,0.905749,
jacket,jåcket,4.311413,
jacket,jãℂkèt,1.917195,
widescreen,ẉiƌȇŝcrēeⁿ,0.9056956,
widescreen,wideſćȓeᴲn,-0.060048893,
sorry,sorȓy,3.151438,
sorry,sorrỶ,0.8565269,
starter,ſţarțeɼ,2.0921555,
starter,sŧarteɾ,4.9678664,
wiki,wĩķi,3.0372126,
wiki,wiķi,4.589507,
expo,expo,4.6394076,
expo,eₓpo,0.6975413,
maintain,máïntāíᶮ,-0.4623649,
maintain,ḿainţaiņ,3.8995788,
integer,īntegeɾ,3.7325246,
integer,iňțegēr,2.810921,
conventional,conveńtȉonal,2.3767073,
conventional,ͨoƞvenₜǐoɴal,-0.1288458,
establish,ėstablísₕ,1.0147309,
establish,esțablīsh,3.632174,
greene,greēnᴲ,0.57387716,
greene,grĕȇnэ,-1.2371475,
cathedral,cathêdȑał,1.7615551,
cathedral,ℂaₜhedral,3.179302,
chairs,cʜáᶖɾß,-1.5552028,
chairs,chaiɍs,4.101488,
area,areᷲ,0.3648544,
area,area,5.0200663,
universal,ùnᵢ㏞ȇrsàᶅ,-1.6119497,
universal,universaļ,4.815416,
petite,peţite,4.995004,
petite,petiŧè,3.970932,
repeated,repӭated,1.2203329,
repeated,ȑepeatéd,3.6331196,
grounds,grounɗs,4.277984,
grounds,ℊrouñds,0.04181053,
holland,hɵllåⁿd,0.31494915,
holland,ₕoɭlаnđ,0.013228839,
beer,bèer,2.1371405,
beer,℔eer,-0.24054575,
templates,ₜemplätes,2.3334513,
templates,tēₘₚlåtes,0.66773885,
anyone,anyoné,3.5677998,
anyone,anyoñe,2.9501796,
extended,eₓtendȇd,1.958066,
extended,eₓtended,2.755672,
catering,caₜeɍℑng,0.2300879,
catering,cateríńℊ,1.0365531,
powers,poᴡₑrş,-0.47262686,
powers,poweɍß,1.5443039,
play,ₚlay,0.56773335,
play,p℔ày,-1.2683632,
october,oℂţōƀeɼ,-1.7805969,
october,ocᴛōbᶓr,-0.30660957,
inventory,inventoɾy,4.9267416,
inventory,iⁿvenƫory,2.9346635,
consecutive,çoǹſࠝcʉƭive,-0.13081907,
consecutive,consėↀuţivȇ,0.27979052,
rules,ʵͧles,-1.491557,
rules,ᷢūlèₛ,-1.562511,
salvation,salvatiøn,2.4415958,
salvation,salʌatiơn,1.6230681,
responsibility,respoŉšibiĺiťy,2.2575817,
responsibility,rȇspᶗnsibïƚìty,1.1061202,
reported,reporťed,4.264828,
reported,repòrted,3.664046,
salem,ṣàlem,2.841242,
salem,saĺem,4.1936455,
passport,ₚàsspoɍť,0.9095199,
passport,ƥassport,4.5893126,
story,ₛțoɾý,1.5810366,
story,ₛtøɍy,0.20472756,
deployment,đeployment,4.0915346,
deployment,depƚoymēnț,1.628235,
sandwich,saņdwicₕ,0.5738258,
sandwich,sāndwich,4.486756,
membrane,mĕₘʙrᵃne,-2.1586874,
membrane,ᴟembᵲañᵋ,-1.968814,
insertion,insèȓțion,2.4981368,
insertion,iƞˢertiȫƞ,0.7547824,
robust,robũst,2.8275158,
robust,ɍobust,4.126973,
accused,ᷲccused,1.6866738,
accused,ɐcℂused,1.3969014,
holds,holdṥ,3.7758083,
holds,hølƌₛ,-0.5215951,
towns,ₜøwns,-0.36714965,
towns,toᴡńs,-0.036016636,
lexus,lëxus,3.7106,
lexus,leˣus,2.0078301,
laptops,laptops,4.820515,
laptops,ɭaptòps,3.1058543,
herbal,herᵇӕl,-0.37232888,
herbal,heɾba℔,0.9710817,
white,ᷱhite,0.57733047,
white,wₕiţe,0.89432245,
ukraine,ukràinᴲ,2.0077002,
ukraine,ukŕࠡiⁿʚ,-1.2657253,
card,cɐrd,1.2443161,
card,ƈard,2.6920047,
suits,ſuīᵗſ,-2.142764,
suits,ₛuìțₛ,1.2462857,
transition,tɍånßition,1.601698,
transition,tȑaߒsȋtion,2.0070813,
plains,plaiⁿș,0.4813669,
plains,plaȋᶇs,2.9088495,
engagement,enℊagȇₘḗnt,-1.2694776,
engagement,engágɝmeńt,2.0219984,
puppy,ₚuppy,0.94153744,
puppy,ᶈupƥy,3.2717075,
rational,rationǎl,4.4256487,
rational,ŗatïoň⊄l,-0.21302828,
fate,fate,4.82693,
fate,fate,4.82693,
lowest,ʟowèst,0.7154886,
lowest,ƚowₑſt,-0.85429543,
ipaq,ǐƥa⒬,-1.0454127,
ipaq,ipáq,0.17558673,
conversation,conᵥersatiȭŉ,1.1334023,
conversation,conveɍₛation,1.6142708,
individually,iƞdǐviduaȴly,2.879421,
individually,indïvidually,3.984519,
fruit,ƒᵲųɪt,-1.2481352,
fruit,㎌ruiₜ,-0.64432997,
brought,broughₜ,3.7330487,
brought,broūght,3.1130624,
talked,tälked,4.6341667,
talked,ƭalķĕɗ,2.2592504,
precisely,precisȇły,2.0621164,
precisely,prȇᴄiₛe℔ȳ,-0.7086469,
possess,poṥšeᶊs,2.8253934,
possess,posˢess,0.48717853,
automobiles,aǔţomøbileᶊ,2.390664,
automobiles,aùtoᴟobileš,0.6673966,
personnel,pèrṣònߒēƚ,0.03034231,
personnel,ᶈeɍsonneŀ,1.7521552,
dice,dicᵋ,1.3526775,
dice,diℂe,2.8294284,
wishlist,wisₕlißt,0.35028592,
wishlist,wi㎮ʜlȉst,-0.3938431,
glen,glën,3.5248024,
glen,ɢlen,-1.1510609,
expires,ɝₓpirǝſ,-1.9068865,
expires,expiɍeş,3.7103112,
decided,deciđëđ,3.3470857,
decided,đecided,4.394222,
montana,móntana,3.3634064,
montana,moⁿtana,2.1095238,
compare,cömᵽaȓe,0.59185994,
compare,çomparӭ,1.4946609,
holmes,hòlₘeᶊ,0.7246071,
holmes,ͪolmes,0.40203288,
bush,℔ӳsh,-1.5694106,
bush,℔uşh,0.5610664,
cleaner,cleaner,5.0234776,
cleaner,ℂleanȅɾ,2.0719237,
reno,renò,2.8675282,
reno,reŉo,2.8249245,
sectors,secₜors,2.121802,
sectors,secₜorś,1.7956107,
plus,ₚɭuᶊ,0.1765328,
plus,ᶈluš,1.1745844,
logs,loğₛ,0.8499201,
logs,℔ogş,-0.6778952,
colors,coƚoŕs,2.0703008,
colors,cołõɾs,1.2854729,
rail,raiļ,4.758616,
rail,ràil,4.019589,
indicated,indìᶜated,1.3225166,
indicated,iɳƌīcated,3.2321799,
riverside,rivȅʴsiđe,1.470428,
riverside,ri㏞erside,1.2946868,
ecommerce,ecomₘeŕcࠝ,0.7892297,
ecommerce,ecommerℂe,3.7617545,
mongolia,ᶆȱᴺğǿlia,-1.5740731,
mongolia,moɳǧo℔ia,0.2625281,
booking,booḳiňg,3.9098945,
booking,booₖinℊ,-0.83523226,
arbitration,aɽ℔itȓation,0.60363436,
arbitration,åʶbitɾation,0.7993056,
stood,stoơd,3.0709257,
stood,ſₜood,-0.4288762,
seed,sėeđ,2.67007,
seed,ₛeࠝd,-0.74570084,
criminal,criminàl,4.469823,
criminal,crimਿnàĺ,-1.3402196,
appear,aₚᶈĕar,-0.7286049,
appear,appear,5.0290523,
separately,sepaŕáteļy,3.6935296,
separately,sepärᵃŧély,1.8107038,
resource,rèsоurce,4.003193,
resource,řèšouɍce,3.432588,
quizzes,quiᶻzeš,1.0607095,
quizzes,quizzès,3.3127997,
appears,apᶈears,3.083536,
appears,âpₚèàrs,-0.67317766,
accessing,åccèᶊsīñg,2.3335836,
accessing,accᴈˢsiɳᵹ,-0.92903477,
show,śhoʍ,2.3008373,
show,sʜow,1.4575936,
scenes,sↀênes,0.5971488,
scenes,ₛƈeņeₛ,-1.9771063,
landing,lͣnɗiƞg,2.2861578,
landing,laňdiñg,3.9695072,
carriers,caŗɾǐers,2.73445,
carriers,cáɾȑîĕrs,1.3498857,
singapore,siⁿgaᶈore,2.7273686,
singapore,siñĝapoȓe,3.5319614,
bookmarks,ᵇǒoₖmarks,-0.1166236,
bookmarks,bookᶆärᴋᷤ,-0.11062168,
agencies,àgȇƞͨies,-0.06593497,
agencies,aǧêñcies,3.0107892,
dodge,ƌodge,2.764664,
dodge,dodgë,3.2027304,
horrible,horɾible,4.415315,
horrible,horrіble,4.4360466,
balanced,℔ࠡ℔anceȡ,-0.059305616,
balanced,baƚánced,2.4201314,
barrier,bärrier,3.8177862,
barrier,℔ǻŕɾier,-0.6992762,
internship,inteʴnsₕip,0.72085714,
internship,inteɍnsȟip,3.5543854,
legitimate,legĩtìɰatĕ,-0.40018636,
legitimate,legitimate,4.425737,
rico,rǐco,2.813076,
rico,ɼiℂo,1.7876608,
distinct,distinct,4.9534264,
distinct,diſtǐᶇcₜ,0.270641,
second,sḘconɖ,1.5276337,
second,ſeconɗ,1.3818763,
incident,iňciᵭenₜ,0.61156887,
incident,îⁿcӥđenƭ,-1.3359466,
strikes,ŝtrйkes,1.1189365,
strikes,strikes,4.8864036,
narrow,ñàrroẁ,2.0950198,
narrow,ŉaɍɾöw,2.9677103,
minolta,minolta,4.631339,
minolta,miƞôlₜã,0.10304633,
gmbh,gmbh,4.726426,
gmbh,ℊmbh,0.42028716,
queensland,⒬ueensland,1.4741648,
queensland,queḜnslࠥɴd,0.77247185,
charging,ᶜͪȁrℊìñg,-1.9335674,
charging,chargਿng,-0.09032038,
algorithm,aɭgoɽiᵗhɯ,2.482212,
algorithm,alĝoɾiƭhₘ,1.5674158,
cottages,ℂoƫtageᵴ,1.42512,
cottages,ℂoₜtages,1.2068578,
salmon,ßalmón,-0.35245648,
salmon,ˢalᴍon,-1.5469401,
automobile,aũtomõ℔iᷝe,1.1156795,
automobile,âutomobℑle,1.0822358,
expectations,ĕxpǝcțaťions,1.8655264,
expectations,exₚecₜaₜiöns,0.5476966,
afford,affoɍᵭ,3.8308933,
afford,ࠥf㎌orď,-1.7205677,
newfoundland,nèᴡfouƞdᶫand,0.8666735,
newfoundland,newfǒuñđlâⁿđ,1.9974177,
margaret,marℊaɾet,1.167599,
margaret,ᶆargarɜt,0.27939925,
discovery,ɗisco㏞ĕɹឹ,-1.5250987,
discovery,di⒮ℂo㏞ery,-0.9462307,
dear,deǡr,2.9794593,
dear,deaŗ,4.812395,
bags,baℊs,-0.17796782,
bags,℔ags,0.34880146,
basket,basₖet,2.0895512,
basket,℔ȁsₖeṱ,-1.1856713,
francisco,franℂisco,2.8255806,
francisco,fràncisco,4.0294523,
creating,creatࠨñg,2.7555425,
creating,creatìnℊ,1.5769484,
knows,ₖnȫws,-0.058067836,
knows,knoŵs,4.1245656,
albany,albaɳy,4.696946,
albany,albaⁿy,1.0920259,
this,this,4.791121,
this,thiß,0.38955435,
router,routĕŕ,2.6394322,
router,roųter,4.065379,
promises,promìšᴈŝ,1.3911504,
promises,pro㎛iseß,-0.62379885,
resolve,réſolve,0.8091758,
resolve,ŕesölve,2.5876086,
delhi,ḓelhi,3.3044927,
delhi,delͪi,2.3714058,
jpeg,jpeg,4.372071,
jpeg,jpēg,2.2202384,
shoot,shöot,3.2173185,
shoot,sɦooƭ,3.3071,
honda,ḥoɴdå,0.32231757,
honda,ₕȱnḋǡ,-0.8580041,
spanking,sᶈanking,4.321883,
spanking,šᶈankǐng,2.730544,
manhattan,manhåtₜân,2.7007062,
manhattan,manhͣttän,3.5019555,
shakespeare,shǡkespeare,3.9663956,
