Dataset,Prompting,Ratio,Bootstrap,Category,Class,Support,Support %,Prediction,Prediction %,Precision,Recall,F1-Score,Accuracy,AUC,Confusion
legit+dces+ices,zeroshot,0.25,1,hateful,Yes,120,0.04794246903715541,1195,0.477427087495006,0.1,0.98,0.18,0.57,0.83,"[[1305    3]
 [1078  117]]"
legit+dces+ices,zeroshot,0.25,1,hateful,No,2383,0.9520575309628446,1308,0.522572912504994,1.0,0.55,0.71,0.57,0.83,"[[1305    3]
 [1078  117]]"
legit+dces+ices,zeroshot,0.25,1,offensive,Yes,120,0.04794246903715541,1007,0.4023172193367959,0.1,0.82,0.18,0.63,0.76,"[[1475   21]
 [ 908   99]]"
legit+dces+ices,zeroshot,0.25,1,offensive,No,2383,0.9520575309628446,1496,0.5976827806632041,0.99,0.62,0.76,0.63,0.76,"[[1475   21]
 [ 908   99]]"
legit+dces+ices,zeroshot,0.25,1,toxic,Yes,150,0.05992808629644426,1291,0.5157810627247303,0.09,0.79,0.17,0.52,0.68,"[[1181   31]
 [1172  119]]"
legit+dces+ices,zeroshot,0.25,1,toxic,No,2353,0.9400719137035557,1212,0.48421893727526966,0.97,0.5,0.66,0.52,0.68,"[[1181   31]
 [1172  119]]"
legit+dces+ices,zeroshot,0.25,2,hateful,Yes,120,0.04794246903715541,1146,0.4578505793048342,0.1,0.98,0.18,0.59,0.87,"[[1354    3]
 [1029  117]]"
legit+dces+ices,zeroshot,0.25,2,hateful,No,2383,0.9520575309628446,1357,0.5421494206951658,1.0,0.57,0.72,0.59,0.87,"[[1354    3]
 [1029  117]]"
legit+dces+ices,zeroshot,0.25,2,offensive,Yes,120,0.04794246903715541,982,0.39232920495405516,0.1,0.85,0.19,0.64,0.79,"[[1503   18]
 [ 880  102]]"
legit+dces+ices,zeroshot,0.25,2,offensive,No,2383,0.9520575309628446,1521,0.6076707950459449,0.99,0.63,0.77,0.64,0.79,"[[1503   18]
 [ 880  102]]"
legit+dces+ices,zeroshot,0.25,2,toxic,Yes,150,0.05992808629644426,1272,0.5081901717938474,0.09,0.74,0.16,0.52,0.67,"[[1192   39]
 [1161  111]]"
legit+dces+ices,zeroshot,0.25,2,toxic,No,2353,0.9400719137035557,1231,0.4918098282061526,0.97,0.51,0.67,0.52,0.67,"[[1192   39]
 [1161  111]]"
legit+dces+ices,zeroshot,0.25,3,hateful,Yes,120,0.04794246903715541,1152,0.46024770275669197,0.1,0.99,0.19,0.59,0.88,"[[1350    1]
 [1033  119]]"
legit+dces+ices,zeroshot,0.25,3,hateful,No,2383,0.9520575309628446,1351,0.539752297243308,1.0,0.57,0.72,0.59,0.88,"[[1350    1]
 [1033  119]]"
legit+dces+ices,zeroshot,0.25,3,offensive,Yes,120,0.04794246903715541,1072,0.4282860567319217,0.1,0.89,0.18,0.61,0.79,"[[1418   13]
 [ 965  107]]"
legit+dces+ices,zeroshot,0.25,3,offensive,No,2383,0.9520575309628446,1431,0.5717139432680783,0.99,0.6,0.74,0.61,0.79,"[[1418   13]
 [ 965  107]]"
legit+dces+ices,zeroshot,0.25,3,toxic,Yes,150,0.05992808629644426,1289,0.5149820215741111,0.08,0.68,0.14,0.51,0.65,"[[1166   48]
 [1187  102]]"
legit+dces+ices,zeroshot,0.25,3,toxic,No,2353,0.9400719137035557,1214,0.48501797842588895,0.96,0.5,0.65,0.51,0.65,"[[1166   48]
 [1187  102]]"
legit+dces+ices,zeroshot,0.25,4,hateful,Yes,120,0.04794246903715541,1160,0.463443867359169,0.1,0.97,0.18,0.58,0.89,"[[1339    4]
 [1044  116]]"
legit+dces+ices,zeroshot,0.25,4,hateful,No,2383,0.9520575309628446,1343,0.536556132640831,1.0,0.56,0.72,0.58,0.89,"[[1339    4]
 [1044  116]]"
legit+dces+ices,zeroshot,0.25,4,offensive,Yes,120,0.04794246903715541,1046,0.4178985217738714,0.1,0.91,0.19,0.62,0.78,"[[1446   11]
 [ 937  109]]"
legit+dces+ices,zeroshot,0.25,4,offensive,No,2383,0.9520575309628446,1457,0.5821014782261287,0.99,0.61,0.75,0.62,0.78,"[[1446   11]
 [ 937  109]]"
legit+dces+ices,zeroshot,0.25,4,toxic,Yes,150,0.05992808629644426,1281,0.511785856971634,0.08,0.66,0.14,0.51,0.65,"[[1171   51]
 [1182   99]]"
legit+dces+ices,zeroshot,0.25,4,toxic,No,2353,0.9400719137035557,1222,0.48821414302836597,0.96,0.5,0.66,0.51,0.65,"[[1171   51]
 [1182   99]]"
legit+dces+ices,zeroshot,0.25,5,hateful,Yes,120,0.04794246903715541,1201,0.4798242109468638,0.1,0.98,0.18,0.57,0.88,"[[1300    2]
 [1083  118]]"
legit+dces+ices,zeroshot,0.25,5,hateful,No,2383,0.9520575309628446,1302,0.5201757890531362,1.0,0.55,0.71,0.57,0.88,"[[1300    2]
 [1083  118]]"
legit+dces+ices,zeroshot,0.25,5,offensive,Yes,120,0.04794246903715541,1025,0.40950858969236914,0.1,0.88,0.19,0.63,0.79,"[[1464   14]
 [ 919  106]]"
legit+dces+ices,zeroshot,0.25,5,offensive,No,2383,0.9520575309628446,1478,0.5904914103076309,0.99,0.61,0.76,0.63,0.79,"[[1464   14]
 [ 919  106]]"
legit+dces+ices,zeroshot,0.25,5,toxic,Yes,150,0.05992808629644426,1335,0.533359968038354,0.09,0.77,0.16,0.5,0.67,"[[1134   34]
 [1219  116]]"
legit+dces+ices,zeroshot,0.25,5,toxic,No,2353,0.9400719137035557,1168,0.46664003196164605,0.97,0.48,0.64,0.5,0.67,"[[1134   34]
 [1219  116]]"
legit+dces+ices,zeroshot,0.25,6,hateful,Yes,120,0.04794246903715541,1207,0.48222133439872156,0.09,0.95,0.17,0.56,0.86,"[[1290    6]
 [1093  114]]"
legit+dces+ices,zeroshot,0.25,6,hateful,No,2383,0.9520575309628446,1296,0.5177786656012785,1.0,0.54,0.7,0.56,0.86,"[[1290    6]
 [1093  114]]"
legit+dces+ices,zeroshot,0.25,6,offensive,Yes,120,0.04794246903715541,1058,0.42269276867758687,0.1,0.85,0.17,0.61,0.77,"[[1427   18]
 [ 956  102]]"
legit+dces+ices,zeroshot,0.25,6,offensive,No,2383,0.9520575309628446,1445,0.5773072313224131,0.99,0.6,0.75,0.61,0.77,"[[1427   18]
 [ 956  102]]"
legit+dces+ices,zeroshot,0.25,6,toxic,Yes,150,0.05992808629644426,1365,0.5453455852976429,0.08,0.69,0.14,0.48,0.63,"[[1091   47]
 [1262  103]]"
legit+dces+ices,zeroshot,0.25,6,toxic,No,2353,0.9400719137035557,1138,0.4546544147023572,0.96,0.46,0.63,0.48,0.63,"[[1091   47]
 [1262  103]]"
legit+dces+ices,zeroshot,0.25,7,hateful,Yes,120,0.04794246903715541,1183,0.47263284059129046,0.1,0.98,0.18,0.57,0.88,"[[1317    3]
 [1066  117]]"
legit+dces+ices,zeroshot,0.25,7,hateful,No,2383,0.9520575309628446,1320,0.5273671594087096,1.0,0.55,0.71,0.57,0.88,"[[1317    3]
 [1066  117]]"
legit+dces+ices,zeroshot,0.25,7,offensive,Yes,120,0.04794246903715541,1055,0.421494206951658,0.1,0.86,0.18,0.61,0.77,"[[1431   17]
 [ 952  103]]"
legit+dces+ices,zeroshot,0.25,7,offensive,No,2383,0.9520575309628446,1448,0.578505793048342,0.99,0.6,0.75,0.61,0.77,"[[1431   17]
 [ 952  103]]"
legit+dces+ices,zeroshot,0.25,7,toxic,Yes,150,0.05992808629644426,1281,0.511785856971634,0.07,0.63,0.13,0.5,0.61,"[[1167   55]
 [1186   95]]"
legit+dces+ices,zeroshot,0.25,7,toxic,No,2353,0.9400719137035557,1222,0.48821414302836597,0.95,0.5,0.65,0.5,0.61,"[[1167   55]
 [1186   95]]"
legit+dces+ices,zeroshot,0.25,8,hateful,Yes,120,0.04794246903715541,1174,0.46903715541350377,0.1,0.95,0.18,0.57,0.87,"[[1323    6]
 [1060  114]]"
legit+dces+ices,zeroshot,0.25,8,hateful,No,2383,0.9520575309628446,1329,0.5309628445864962,1.0,0.56,0.71,0.57,0.87,"[[1323    6]
 [1060  114]]"
legit+dces+ices,zeroshot,0.25,8,offensive,Yes,120,0.04794246903715541,985,0.393527766679984,0.11,0.92,0.2,0.65,0.82,"[[1508   10]
 [ 875  110]]"
legit+dces+ices,zeroshot,0.25,8,offensive,No,2383,0.9520575309628446,1518,0.606472233320016,0.99,0.63,0.77,0.65,0.82,"[[1508   10]
 [ 875  110]]"
legit+dces+ices,zeroshot,0.25,8,toxic,Yes,150,0.05992808629644426,1307,0.5221733919296844,0.09,0.76,0.16,0.51,0.67,"[[1160   36]
 [1193  114]]"
legit+dces+ices,zeroshot,0.25,8,toxic,No,2353,0.9400719137035557,1196,0.47782660807031563,0.97,0.49,0.65,0.51,0.67,"[[1160   36]
 [1193  114]]"
legit+dces+ices,zeroshot,0.25,9,hateful,Yes,120,0.04794246903715541,1166,0.46584099081102676,0.1,0.98,0.18,0.58,0.87,"[[1335    2]
 [1048  118]]"
legit+dces+ices,zeroshot,0.25,9,hateful,No,2383,0.9520575309628446,1337,0.5341590091889732,1.0,0.56,0.72,0.58,0.87,"[[1335    2]
 [1048  118]]"
legit+dces+ices,zeroshot,0.25,9,offensive,Yes,120,0.04794246903715541,1021,0.40791050739113066,0.1,0.82,0.17,0.62,0.78,"[[1461   21]
 [ 922   99]]"
legit+dces+ices,zeroshot,0.25,9,offensive,No,2383,0.9520575309628446,1482,0.5920894926088693,0.99,0.61,0.76,0.62,0.78,"[[1461   21]
 [ 922   99]]"
legit+dces+ices,zeroshot,0.25,9,toxic,Yes,150,0.05992808629644426,1288,0.5145825009988014,0.08,0.72,0.15,0.51,0.65,"[[1173   42]
 [1180  108]]"
legit+dces+ices,zeroshot,0.25,9,toxic,No,2353,0.9400719137035557,1215,0.48541749900119857,0.97,0.5,0.66,0.51,0.65,"[[1173   42]
 [1180  108]]"
legit+dces+ices,zeroshot,0.25,10,hateful,Yes,120,0.04794246903715541,1146,0.4578505793048342,0.1,1.0,0.19,0.59,0.87,"[[1357    0]
 [1026  120]]"
legit+dces+ices,zeroshot,0.25,10,hateful,No,2383,0.9520575309628446,1357,0.5421494206951658,1.0,0.57,0.73,0.59,0.87,"[[1357    0]
 [1026  120]]"
legit+dces+ices,zeroshot,0.25,10,offensive,Yes,120,0.04794246903715541,1042,0.41630043947263284,0.09,0.82,0.17,0.61,0.77,"[[1439   22]
 [ 944   98]]"
legit+dces+ices,zeroshot,0.25,10,offensive,No,2383,0.9520575309628446,1461,0.5836995605273672,0.98,0.6,0.75,0.61,0.77,"[[1439   22]
 [ 944   98]]"
legit+dces+ices,zeroshot,0.25,10,toxic,Yes,150,0.05992808629644426,1288,0.5145825009988014,0.08,0.69,0.14,0.51,0.65,"[[1168   47]
 [1185  103]]"
legit+dces+ices,zeroshot,0.25,10,toxic,No,2353,0.9400719137035557,1215,0.48541749900119857,0.96,0.5,0.65,0.51,0.65,"[[1168   47]
 [1185  103]]"
legit+dces+ices,zeroshot,0.25,11,hateful,Yes,120,0.04794246903715541,1187,0.47423092289252894,0.1,0.98,0.18,0.57,0.87,"[[1313    3]
 [1070  117]]"
legit+dces+ices,zeroshot,0.25,11,hateful,No,2383,0.9520575309628446,1316,0.525769077107471,1.0,0.55,0.71,0.57,0.87,"[[1313    3]
 [1070  117]]"
legit+dces+ices,zeroshot,0.25,11,offensive,Yes,120,0.04794246903715541,1016,0.4059129045145825,0.1,0.88,0.18,0.63,0.78,"[[1472   15]
 [ 911  105]]"
legit+dces+ices,zeroshot,0.25,11,offensive,No,2383,0.9520575309628446,1487,0.5940870954854175,0.99,0.62,0.76,0.63,0.78,"[[1472   15]
 [ 911  105]]"
legit+dces+ices,zeroshot,0.25,11,toxic,Yes,150,0.05992808629644426,1283,0.5125848981222533,0.09,0.74,0.15,0.52,0.66,"[[1181   39]
 [1172  111]]"
legit+dces+ices,zeroshot,0.25,11,toxic,No,2353,0.9400719137035557,1220,0.4874151018777467,0.97,0.5,0.66,0.52,0.66,"[[1181   39]
 [1172  111]]"
legit+dces+ices,zeroshot,0.25,12,hateful,Yes,120,0.04794246903715541,1152,0.46024770275669197,0.1,0.96,0.18,0.58,0.85,"[[1346    5]
 [1037  115]]"
legit+dces+ices,zeroshot,0.25,12,hateful,No,2383,0.9520575309628446,1351,0.539752297243308,1.0,0.56,0.72,0.58,0.85,"[[1346    5]
 [1037  115]]"
legit+dces+ices,zeroshot,0.25,12,offensive,Yes,120,0.04794246903715541,966,0.38593687574910107,0.1,0.81,0.18,0.64,0.78,"[[1514   23]
 [ 869   97]]"
legit+dces+ices,zeroshot,0.25,12,offensive,No,2383,0.9520575309628446,1537,0.6140631242508989,0.99,0.64,0.77,0.64,0.78,"[[1514   23]
 [ 869   97]]"
legit+dces+ices,zeroshot,0.25,12,toxic,Yes,150,0.05992808629644426,1227,0.4902117459049141,0.09,0.7,0.15,0.53,0.65,"[[1231   45]
 [1122  105]]"
legit+dces+ices,zeroshot,0.25,12,toxic,No,2353,0.9400719137035557,1276,0.5097882540950859,0.96,0.52,0.68,0.53,0.65,"[[1231   45]
 [1122  105]]"
legit+dces+ices,zeroshot,0.25,13,hateful,Yes,120,0.04794246903715541,1145,0.4574510587295246,0.1,0.96,0.18,0.59,0.87,"[[1353    5]
 [1030  115]]"
legit+dces+ices,zeroshot,0.25,13,hateful,No,2383,0.9520575309628446,1358,0.5425489412704755,1.0,0.57,0.72,0.59,0.87,"[[1353    5]
 [1030  115]]"
legit+dces+ices,zeroshot,0.25,13,offensive,Yes,120,0.04794246903715541,976,0.3899320815021974,0.1,0.81,0.18,0.64,0.77,"[[1504   23]
 [ 879   97]]"
legit+dces+ices,zeroshot,0.25,13,offensive,No,2383,0.9520575309628446,1527,0.6100679184978026,0.98,0.63,0.77,0.64,0.77,"[[1504   23]
 [ 879   97]]"
legit+dces+ices,zeroshot,0.25,13,toxic,Yes,150,0.05992808629644426,1277,0.5101877746703956,0.09,0.78,0.16,0.52,0.68,"[[1193   33]
 [1160  117]]"
legit+dces+ices,zeroshot,0.25,13,toxic,No,2353,0.9400719137035557,1226,0.4898122253296045,0.97,0.51,0.67,0.52,0.68,"[[1193   33]
 [1160  117]]"
legit+dces+ices,zeroshot,0.25,14,hateful,Yes,120,0.04794246903715541,1168,0.46664003196164605,0.1,0.95,0.18,0.58,0.85,"[[1329    6]
 [1054  114]]"
legit+dces+ices,zeroshot,0.25,14,hateful,No,2383,0.9520575309628446,1335,0.533359968038354,1.0,0.56,0.71,0.58,0.85,"[[1329    6]
 [1054  114]]"
legit+dces+ices,zeroshot,0.25,14,offensive,Yes,120,0.04794246903715541,1056,0.42189372752696763,0.1,0.84,0.17,0.61,0.78,"[[1428   19]
 [ 955  101]]"
legit+dces+ices,zeroshot,0.25,14,offensive,No,2383,0.9520575309628446,1447,0.5781062724730324,0.99,0.6,0.75,0.61,0.78,"[[1428   19]
 [ 955  101]]"
legit+dces+ices,zeroshot,0.25,14,toxic,Yes,150,0.05992808629644426,1269,0.5069916100679185,0.08,0.7,0.15,0.52,0.66,"[[1189   45]
 [1164  105]]"
legit+dces+ices,zeroshot,0.25,14,toxic,No,2353,0.9400719137035557,1234,0.4930083899320815,0.96,0.51,0.66,0.52,0.66,"[[1189   45]
 [1164  105]]"
legit+dces+ices,zeroshot,0.25,15,hateful,Yes,120,0.04794246903715541,1140,0.4554534558529764,0.1,0.98,0.19,0.59,0.88,"[[1360    3]
 [1023  117]]"
legit+dces+ices,zeroshot,0.25,15,hateful,No,2383,0.9520575309628446,1363,0.5445465441470235,1.0,0.57,0.73,0.59,0.88,"[[1360    3]
 [1023  117]]"
legit+dces+ices,zeroshot,0.25,15,offensive,Yes,120,0.04794246903715541,1046,0.4178985217738714,0.1,0.86,0.18,0.62,0.77,"[[1440   17]
 [ 943  103]]"
legit+dces+ices,zeroshot,0.25,15,offensive,No,2383,0.9520575309628446,1457,0.5821014782261287,0.99,0.6,0.75,0.62,0.77,"[[1440   17]
 [ 943  103]]"
legit+dces+ices,zeroshot,0.25,15,toxic,Yes,150,0.05992808629644426,1270,0.5073911306432282,0.08,0.69,0.15,0.51,0.65,"[[1186   47]
 [1167  103]]"
legit+dces+ices,zeroshot,0.25,15,toxic,No,2353,0.9400719137035557,1233,0.4926088693567719,0.96,0.5,0.66,0.51,0.65,"[[1186   47]
 [1167  103]]"
legit+dces+ices,zeroshot,0.25,16,hateful,Yes,120,0.04794246903715541,1175,0.46943667598881345,0.1,0.98,0.18,0.58,0.86,"[[1325    3]
 [1058  117]]"
legit+dces+ices,zeroshot,0.25,16,hateful,No,2383,0.9520575309628446,1328,0.5305633240111866,1.0,0.56,0.71,0.58,0.86,"[[1325    3]
 [1058  117]]"
legit+dces+ices,zeroshot,0.25,16,offensive,Yes,120,0.04794246903715541,990,0.39552536955653217,0.09,0.75,0.16,0.63,0.74,"[[1483   30]
 [ 900   90]]"
legit+dces+ices,zeroshot,0.25,16,offensive,No,2383,0.9520575309628446,1513,0.6044746304434678,0.98,0.62,0.76,0.63,0.74,"[[1483   30]
 [ 900   90]]"
legit+dces+ices,zeroshot,0.25,16,toxic,Yes,150,0.05992808629644426,1297,0.5181781861765881,0.08,0.72,0.15,0.51,0.66,"[[1164   42]
 [1189  108]]"
legit+dces+ices,zeroshot,0.25,16,toxic,No,2353,0.9400719137035557,1206,0.4818218138234119,0.97,0.49,0.65,0.51,0.66,"[[1164   42]
 [1189  108]]"
legit+dces+ices,zeroshot,0.25,17,hateful,Yes,120,0.04794246903715541,1177,0.4702357171394327,0.1,0.96,0.18,0.57,0.85,"[[1321    5]
 [1062  115]]"
legit+dces+ices,zeroshot,0.25,17,hateful,No,2383,0.9520575309628446,1326,0.5297642828605673,1.0,0.55,0.71,0.57,0.85,"[[1321    5]
 [1062  115]]"
legit+dces+ices,zeroshot,0.25,17,offensive,Yes,120,0.04794246903715541,1056,0.42189372752696763,0.09,0.8,0.16,0.61,0.75,"[[1423   24]
 [ 960   96]]"
legit+dces+ices,zeroshot,0.25,17,offensive,No,2383,0.9520575309628446,1447,0.5781062724730324,0.98,0.6,0.74,0.61,0.75,"[[1423   24]
 [ 960   96]]"
legit+dces+ices,zeroshot,0.25,17,toxic,Yes,150,0.05992808629644426,1310,0.5233719536556133,0.09,0.77,0.16,0.51,0.67,"[[1159   34]
 [1194  116]]"
legit+dces+ices,zeroshot,0.25,17,toxic,No,2353,0.9400719137035557,1193,0.4766280463443867,0.97,0.49,0.65,0.51,0.67,"[[1159   34]
 [1194  116]]"
legit+dces+ices,zeroshot,0.25,18,hateful,Yes,120,0.04794246903715541,1165,0.46544147023571714,0.1,0.98,0.18,0.58,0.86,"[[1336    2]
 [1047  118]]"
legit+dces+ices,zeroshot,0.25,18,hateful,No,2383,0.9520575309628446,1338,0.5345585297642829,1.0,0.56,0.72,0.58,0.86,"[[1336    2]
 [1047  118]]"
legit+dces+ices,zeroshot,0.25,18,offensive,Yes,120,0.04794246903715541,1028,0.41070715141829806,0.1,0.84,0.18,0.62,0.77,"[[1456   19]
 [ 927  101]]"
legit+dces+ices,zeroshot,0.25,18,offensive,No,2383,0.9520575309628446,1475,0.589292848581702,0.99,0.61,0.75,0.62,0.77,"[[1456   19]
 [ 927  101]]"
legit+dces+ices,zeroshot,0.25,18,toxic,Yes,150,0.05992808629644426,1292,0.5161805833000399,0.08,0.69,0.14,0.51,0.62,"[[1164   47]
 [1189  103]]"
legit+dces+ices,zeroshot,0.25,18,toxic,No,2353,0.9400719137035557,1211,0.48381941669996004,0.96,0.49,0.65,0.51,0.62,"[[1164   47]
 [1189  103]]"
legit+dces+ices,zeroshot,0.25,19,hateful,Yes,120,0.04794246903715541,1158,0.46264482620854974,0.1,0.98,0.18,0.58,0.86,"[[1343    2]
 [1040  118]]"
legit+dces+ices,zeroshot,0.25,19,hateful,No,2383,0.9520575309628446,1345,0.5373551737914503,1.0,0.56,0.72,0.58,0.86,"[[1343    2]
 [1040  118]]"
legit+dces+ices,zeroshot,0.25,19,offensive,Yes,120,0.04794246903715541,1016,0.4059129045145825,0.1,0.83,0.18,0.63,0.77,"[[1467   20]
 [ 916  100]]"
legit+dces+ices,zeroshot,0.25,19,offensive,No,2383,0.9520575309628446,1487,0.5940870954854175,0.99,0.62,0.76,0.63,0.77,"[[1467   20]
 [ 916  100]]"
legit+dces+ices,zeroshot,0.25,19,toxic,Yes,150,0.05992808629644426,1271,0.5077906512185377,0.08,0.71,0.15,0.52,0.65,"[[1189   43]
 [1164  107]]"
legit+dces+ices,zeroshot,0.25,19,toxic,No,2353,0.9400719137035557,1232,0.4922093487814622,0.97,0.51,0.66,0.52,0.65,"[[1189   43]
 [1164  107]]"
legit+dces+ices,zeroshot,0.25,20,hateful,Yes,120,0.04794246903715541,1176,0.46983619656412307,0.1,0.98,0.18,0.58,0.87,"[[1325    2]
 [1058  118]]"
legit+dces+ices,zeroshot,0.25,20,hateful,No,2383,0.9520575309628446,1327,0.530163803435877,1.0,0.56,0.71,0.58,0.87,"[[1325    2]
 [1058  118]]"
legit+dces+ices,zeroshot,0.25,20,offensive,Yes,120,0.04794246903715541,1012,0.40431482221334397,0.1,0.86,0.18,0.63,0.78,"[[1474   17]
 [ 909  103]]"
legit+dces+ices,zeroshot,0.25,20,offensive,No,2383,0.9520575309628446,1491,0.595685177786656,0.99,0.62,0.76,0.63,0.78,"[[1474   17]
 [ 909  103]]"
legit+dces+ices,zeroshot,0.25,20,toxic,Yes,150,0.05992808629644426,1282,0.5121853775469437,0.08,0.67,0.14,0.51,0.62,"[[1171   50]
 [1182  100]]"
legit+dces+ices,zeroshot,0.25,20,toxic,No,2353,0.9400719137035557,1221,0.48781462245305635,0.96,0.5,0.66,0.51,0.62,"[[1171   50]
 [1182  100]]"
legit+dces+ices,zeroshot,0.25,21,hateful,Yes,120,0.04794246903715541,1217,0.4862165401518178,0.1,0.98,0.18,0.56,0.85,"[[1284    2]
 [1099  118]]"
legit+dces+ices,zeroshot,0.25,21,hateful,No,2383,0.9520575309628446,1286,0.5137834598481822,1.0,0.54,0.7,0.56,0.85,"[[1284    2]
 [1099  118]]"
legit+dces+ices,zeroshot,0.25,21,offensive,Yes,120,0.04794246903715541,1065,0.4254894127047543,0.09,0.81,0.16,0.6,0.74,"[[1415   23]
 [ 968   97]]"
legit+dces+ices,zeroshot,0.25,21,offensive,No,2383,0.9520575309628446,1438,0.5745105872952457,0.98,0.59,0.74,0.6,0.74,"[[1415   23]
 [ 968   97]]"
legit+dces+ices,zeroshot,0.25,21,toxic,Yes,150,0.05992808629644426,1310,0.5233719536556133,0.08,0.72,0.15,0.5,0.64,"[[1151   42]
 [1202  108]]"
legit+dces+ices,zeroshot,0.25,21,toxic,No,2353,0.9400719137035557,1193,0.4766280463443867,0.96,0.49,0.65,0.5,0.64,"[[1151   42]
 [1202  108]]"
legit+dces+ices,zeroshot,0.25,22,hateful,Yes,120,0.04794246903715541,1204,0.48102277267279264,0.1,0.98,0.18,0.56,0.85,"[[1296    3]
 [1087  117]]"
legit+dces+ices,zeroshot,0.25,22,hateful,No,2383,0.9520575309628446,1299,0.5189772273272073,1.0,0.54,0.7,0.56,0.85,"[[1296    3]
 [1087  117]]"
legit+dces+ices,zeroshot,0.25,22,offensive,Yes,120,0.04794246903715541,1051,0.4198961246504195,0.1,0.84,0.17,0.61,0.78,"[[1433   19]
 [ 950  101]]"
legit+dces+ices,zeroshot,0.25,22,offensive,No,2383,0.9520575309628446,1452,0.5801038753495805,0.99,0.6,0.75,0.61,0.78,"[[1433   19]
 [ 950  101]]"
legit+dces+ices,zeroshot,0.25,22,toxic,Yes,150,0.05992808629644426,1331,0.5317618857371155,0.09,0.79,0.16,0.5,0.68,"[[1140   32]
 [1213  118]]"
legit+dces+ices,zeroshot,0.25,22,toxic,No,2353,0.9400719137035557,1172,0.46823811426288453,0.97,0.48,0.65,0.5,0.68,"[[1140   32]
 [1213  118]]"
legit+dces+ices,zeroshot,0.25,23,hateful,Yes,120,0.04794246903715541,1129,0.4510587295245705,0.1,0.96,0.18,0.59,0.85,"[[1369    5]
 [1014  115]]"
legit+dces+ices,zeroshot,0.25,23,hateful,No,2383,0.9520575309628446,1374,0.5489412704754295,1.0,0.57,0.73,0.59,0.85,"[[1369    5]
 [1014  115]]"
legit+dces+ices,zeroshot,0.25,23,offensive,Yes,120,0.04794246903715541,1031,0.4119057131442269,0.09,0.81,0.17,0.62,0.73,"[[1449   23]
 [ 934   97]]"
legit+dces+ices,zeroshot,0.25,23,offensive,No,2383,0.9520575309628446,1472,0.588094286855773,0.98,0.61,0.75,0.62,0.73,"[[1449   23]
 [ 934   97]]"
legit+dces+ices,zeroshot,0.25,23,toxic,Yes,150,0.05992808629644426,1267,0.5061925689172992,0.08,0.71,0.15,0.52,0.63,"[[1193   43]
 [1160  107]]"
legit+dces+ices,zeroshot,0.25,23,toxic,No,2353,0.9400719137035557,1236,0.49380743108270075,0.97,0.51,0.66,0.52,0.63,"[[1193   43]
 [1160  107]]"
legit+dces+ices,zeroshot,0.25,24,hateful,Yes,120,0.04794246903715541,1143,0.45665201757890533,0.1,0.96,0.18,0.59,0.84,"[[1355    5]
 [1028  115]]"
legit+dces+ices,zeroshot,0.25,24,hateful,No,2383,0.9520575309628446,1360,0.5433479824210947,1.0,0.57,0.72,0.59,0.84,"[[1355    5]
 [1028  115]]"
legit+dces+ices,zeroshot,0.25,24,offensive,Yes,120,0.04794246903715541,994,0.39712345185777065,0.1,0.84,0.18,0.64,0.78,"[[1490   19]
 [ 893  101]]"
legit+dces+ices,zeroshot,0.25,24,offensive,No,2383,0.9520575309628446,1509,0.6028765481422294,0.99,0.63,0.77,0.64,0.78,"[[1490   19]
 [ 893  101]]"
legit+dces+ices,zeroshot,0.25,24,toxic,Yes,150,0.05992808629644426,1311,0.5237714742309229,0.09,0.82,0.17,0.51,0.69,"[[1165   27]
 [1188  123]]"
legit+dces+ices,zeroshot,0.25,24,toxic,No,2353,0.9400719137035557,1192,0.4762285257690771,0.98,0.5,0.66,0.51,0.69,"[[1165   27]
 [1188  123]]"
legit+dces+ices,zeroshot,0.25,25,hateful,Yes,120,0.04794246903715541,1129,0.4510587295245705,0.1,0.98,0.19,0.59,0.87,"[[1371    3]
 [1012  117]]"
legit+dces+ices,zeroshot,0.25,25,hateful,No,2383,0.9520575309628446,1374,0.5489412704754295,1.0,0.58,0.73,0.59,0.87,"[[1371    3]
 [1012  117]]"
legit+dces+ices,zeroshot,0.25,25,offensive,Yes,120,0.04794246903715541,999,0.3991210547343188,0.1,0.82,0.18,0.63,0.76,"[[1483   21]
 [ 900   99]]"
legit+dces+ices,zeroshot,0.25,25,offensive,No,2383,0.9520575309628446,1504,0.6008789452656812,0.99,0.62,0.76,0.63,0.76,"[[1483   21]
 [ 900   99]]"
legit+dces+ices,zeroshot,0.25,25,toxic,Yes,150,0.05992808629644426,1245,0.4974031162604874,0.08,0.69,0.15,0.52,0.65,"[[1211   47]
 [1142  103]]"
legit+dces+ices,zeroshot,0.25,25,toxic,No,2353,0.9400719137035557,1258,0.5025968837395126,0.96,0.51,0.67,0.52,0.65,"[[1211   47]
 [1142  103]]"
legit+dces+ices,zeroshot,0.25,26,hateful,Yes,120,0.04794246903715541,1155,0.4614462644826209,0.1,0.98,0.18,0.58,0.86,"[[1345    3]
 [1038  117]]"
legit+dces+ices,zeroshot,0.25,26,hateful,No,2383,0.9520575309628446,1348,0.5385537355173792,1.0,0.56,0.72,0.58,0.86,"[[1345    3]
 [1038  117]]"
legit+dces+ices,zeroshot,0.25,26,offensive,Yes,120,0.04794246903715541,1031,0.4119057131442269,0.09,0.78,0.16,0.62,0.74,"[[1446   26]
 [ 937   94]]"
